,Purchase_Date,Falchion,Falchion_Blue_Steel_FT,Falchion_Blue_Steel_MW,Falchion_Blue_Steel_WW,Falchion_Boreal_forest_FT,Falchion_Case_Hardened_FT,Falchion_Crimson_web_FT,Falchion_Fade_FN,Falchion_Forest_DDPAT_FT,Falchion_Night_FT,Falchion_safari_mesh_FT,Falchion_Scorched_FT,Falchion_Slaughter_FN,Falchion_Slaughter_MW,Falchion_Stained_FT,Falchion_Stained_MW,Falchion_Stained_WW,Falchion_Urban_masked_FT,avg
436,2016/8/5,50.566,52.205,53.887,49.408,38.522,57.716,61.455,97.477,36.135,45.239,35.161,36.036,102.719,80.61,40.072,42.945,39.003,36.268,53.07911111
437,2016/8/6,50.115,50.098,48.581,45.144,38.642,57.645,61.164,93.439,36.222,46.345,34.437,36.712,101.112,82.779,40.134,47.28,38.534,36.01,52.46627778
438,2016/8/7,50.514,50.326,53.516,49.413,38.466,57.909,58.467,94.489,36.168,45.791,35.483,35.236,93.238,81.219,39.79,41.93,39.369,35.563,52.04927778
439,2016/8/8,49.321,49.919,52.235,48.317,38.99,57.751,58.207,96.817,36.411,44.723,33.757,35.396,96.274,82.028,40.164,44.436,39.022,36.217,52.22138889
440,2016/8/9,50.369,50.455,49.979,43.7,38.328,58.502,55.133,95.493,36.252,43.684,33.146,36.055,95.973,84.617,39.244,44.274,38.561,36.158,51.66238889
441,2016/8/10,50.273,47.915,51.942,46.701,36.673,60.876,58.816,92.625,35.074,44.645,34.811,35.603,94.898,84.483,39.245,42.991,38.165,35.475,51.73394444
442,2016/8/11,47.965,49.877,51.797,45.929,35.543,50.755,56.181,88.388,35,45.083,34.081,36.025,87.179,79.785,36.533,39.937,38.143,34.472,49.59294444
443,2016/8/12,48.621,47.894,53.287,46.687,36.029,50.517,56.693,88.951,35.402,44.044,34.084,36.514,91.387,77.415,37.702,42.054,36.178,33.926,49.85472222
444,2016/8/13,49.247,49.085,54.246,45.515,35.008,50.272,55.681,87.916,35.102,41.994,32.298,32.25,95.135,76.43,36.723,41.468,36.208,34.161,49.37438889
445,2016/8/14,49.049,49.084,50.194,47.513,35.512,51.52,56.119,87.977,34.348,43.375,33.1,34.484,94.892,80.08,37.536,40.413,36.164,34.14,49.75
446,2016/8/15,49.143,47.783,54.385,46.03,35.915,57.145,57.996,87.588,34.426,42.479,32.743,34.119,92.985,79.112,36.269,37.82,36.089,34.462,49.80494444
447,2016/8/16,48.64,48.711,53.432,45.767,36.931,52.661,59.021,88.195,34.481,41.688,33.292,34.179,98.955,84.684,36.62,39.514,36.294,33.972,50.39094444
448,2016/8/17,48.81,49.412,52.679,48.497,36.463,52.16,59.621,93.114,34.731,42.319,32.243,33.921,98.039,80.723,37.974,39.038,36.073,33.506,50.51794444
449,2016/8/18,48.416,47.227,53.43,45.123,35.552,52.24,59.024,92.071,33.435,41.024,32.605,34.933,87.816,82.881,37.13,38.416,37.118,33.802,49.56905556
450,2016/8/19,44.861,46.201,54.336,45.461,33.95,52.713,57.643,86.68,32.716,41.372,32.11,33.646,91.64,72.565,36.7,39.007,36.839,32.916,48.40866667
451,2016/8/20,45.887,45.732,50.691,44.826,34.771,55.622,56.121,87.696,32.708,41.321,31.834,32.474,88.193,74.828,36.116,38.963,35.796,33.117,48.14977778
452,2016/8/21,44.743,45.68,49.625,45.86,35.541,53.697,54.581,86.105,32.629,40.324,31.433,32.518,85.957,74.218,37.215,38.629,35.262,33.022,47.61327778
453,2016/8/22,45.519,43.997,50.579,45.528,34.74,51.274,52.95,86.217,33.165,42.441,31.428,32.566,86.241,74.489,36.267,38.587,35.702,32.058,47.43044444
454,2016/8/23,45.364,45.096,50.958,45.484,34.195,50.474,54.44,81.316,32.698,40.561,31.421,32.681,88.35,74.293,36.48,38.82,35.114,32.001,47.20811111
455,2016/8/24,44.493,45.255,50.423,43.919,33.786,50.619,52.676,87.085,31.348,40.895,31.102,31.408,89.35,77.457,34.21,37.655,33.488,32.158,47.07372222
456,2016/8/25,45.176,46.156,47.565,44.874,34.383,48.24,52.913,86.679,32.514,40.683,30.801,31.703,96.936,76.486,36.307,37.74,34.344,32.127,47.53483333
457,2016/8/26,45.469,46.624,51.818,43.633,34.304,51.264,51.784,85.662,32.617,41.266,30.053,31.687,90.835,76.124,35.758,38.795,35.233,32.745,47.53727778
458,2016/8/27,46.164,46.614,51.223,45.311,34.179,50.428,53.265,85.397,32.447,41.199,32.059,32.635,99.332,79.414,36.287,38.33,33.35,32.675,48.3505
459,2016/8/28,46.08,44.965,49.414,44.52,34.132,48.726,54.501,88.304,33.236,41.773,31.287,32.787,91.034,76.733,34.297,39.807,34.721,32.294,47.70061111
460,2016/8/29,47.062,47.819,52.622,45.232,34.801,54.159,55.505,89.586,33.515,41.381,32.07,33.091,86.84,75.915,36.392,39.417,35.98,33.171,48.58655556
461,2016/8/30,46.001,48.093,51.138,44.698,35.481,57.106,53.976,90.181,34.488,40.624,32.626,33.403,87.21,75.563,36.411,39.081,36.171,33.295,48.64144444
462,2016/8/31,47.595,47.564,48.937,45.542,34.919,53.05,54.506,92.323,33.999,42.216,32.626,34.805,90.329,76.882,37.855,39.609,37.365,33.508,49.09055556
463,2016/9/1,48.963,46.968,52.507,47.003,36.175,53.082,57.411,93.999,34.539,42.521,32.211,34.531,93.716,77.016,37.47,38.842,36.675,33.263,49.82733333
464,2016/9/2,46.988,47.822,54.863,48.444,37.288,53.058,57.697,91.228,32.679,43.435,33.385,33.723,98.928,76.248,37.897,40.16,36.275,34.153,50.23727778
465,2016/9/3,48.133,48.657,52.932,47.106,36.412,50.722,57.144,91.813,34.538,43.43,31.852,33.655,95.708,78.596,36.692,40.224,36.208,33.555,49.85427778
466,2016/9/4,48.807,48.175,52.657,47.79,37.828,57.686,57.233,89.983,34.316,42.171,32.733,34.306,96.76,80.138,36.457,37.921,35.75,33.393,50.228
467,2016/9/5,48.862,46.786,51.971,42.426,36.661,52.058,56.143,87.895,33.813,44.112,32.137,33.262,90.203,76.243,37.783,38.64,33.281,33.782,48.66988889
468,2016/9/6,48.385,45.837,49.731,46.347,36.045,51.7,54.919,87.51,33.522,42.265,32.369,33.505,91.041,75.215,37.008,39.559,34.887,33.422,48.51483333
469,2016/9/7,46.975,45.742,52.698,45.163,36.736,56.009,58.543,89.488,33.804,39.786,32.407,33.082,83.08,76.862,37.878,40.172,36.809,33.681,48.82861111
470,2016/9/8,48.201,48.195,53.365,46.596,37.152,52.758,59.091,81.716,34.49,42.897,32.117,33.823,89.307,77.908,38.697,39.941,36.907,34.138,49.29438889
471,2016/9/9,49.918,47.623,54.629,44.821,37.478,52.666,54.794,89.154,34.29,42.989,32.568,34.858,90.762,77.925,37.875,39.869,37.589,34.482,49.68277778
472,2016/9/10,49.61,47.782,52.435,46.199,37.239,54.895,58.057,87.109,34.475,42.686,33.349,34.854,93.044,79.96,38.59,39.24,37.703,34.296,50.08461111
473,2016/9/11,48.092,46.878,53.387,46.365,35.655,52.643,55.912,88.076,34.351,44.586,32.896,33.735,80.955,75.726,36.354,41.573,36.602,34.146,48.774
474,2016/9/12,48.504,48.285,48.528,46.875,36.051,53.849,55.962,85.224,33.828,44.564,33.677,33.556,86.274,76.424,37.182,40.597,37.397,33.847,48.92355556
475,2016/9/13,48.782,47.836,51.971,45.893,35.938,52.075,58.321,84.996,34.661,45.174,33.426,34.679,89.588,76.5,38.164,40.849,37.719,34.933,49.52805556
476,2016/9/14,48.92,50.199,55.744,49.37,36.982,57.489,56.526,86.403,34.835,43.87,32.247,34.626,92.496,76.675,40.168,40.581,38.07,33.664,50.4925
477,2016/9/15,48.238,48.842,52.727,49.334,37.675,55.097,57.471,86.876,33.899,44.751,32.746,32.562,91.63,78.456,39.14,42.23,37.676,34.521,50.21505556
478,2016/9/16,48.65,49.802,55.204,45.409,36.668,55.189,58.262,86.673,34.498,43.537,33.712,34.668,93.025,79.717,39.148,41.979,37.613,33.888,50.42455556
479,2016/9/17,49.055,48.369,51.06,47.132,36.342,55.827,57.651,88.401,34.383,45.545,33.679,34.419,87.963,77.704,39.466,43.141,39.059,34.616,50.21177778
480,2016/9/18,48.347,49.374,51.528,48.455,34.33,57.629,58.973,88.664,34.188,42.351,32.945,34.508,94.25,77.704,37.867,39.892,38.15,34.035,50.17722222
481,2016/9/19,48.401,50.1,52.995,47.705,35.914,54.509,59.044,90.814,34.665,43.24,33.681,34.38,99.675,77.271,37.732,38.784,37.512,34.762,50.62133333
482,2016/9/20,47.736,48.476,52.732,47.721,37.192,52.699,60.384,87.494,34.256,44.111,32.496,34.384,90.473,80.847,39.032,40.292,38.109,34.526,50.16444444
483,2016/9/21,47.614,46.762,51.966,46.522,36.185,49.305,54.834,92.181,34.086,44.733,33.342,33.951,95.113,79.043,37.832,40.235,37.644,32.236,49.64355556
484,2016/9/22,47.771,48.415,55.944,45.916,36.98,52.906,58.005,96.552,34.425,40.791,33.098,34.81,97.275,82.9,38.396,39.664,37.939,33.999,50.877
485,2016/9/23,49.685,47.397,53.778,44.724,37.018,51.026,59.18,96.421,34.07,43.166,33.08,34.138,95.159,85.068,38.076,41.16,36.556,34.756,50.80322222
486,2016/9/24,49.632,47.988,54.79,46.876,35.509,51.514,60.715,92.451,34.17,42.574,33.262,34.688,92.864,77.297,37.722,39.129,36.529,34.218,50.10711111
487,2016/9/25,47.688,47.181,51.611,43.284,35.517,50.581,60.465,92.267,33.535,41.931,32.68,34.418,94.508,79.546,35.343,40.166,37.09,33.955,49.54255556
488,2016/9/26,46.593,47.111,52.245,46.773,35.03,49.821,61.411,95.14,34.487,41.299,30.402,33.511,94.283,77.921,36.024,40.874,36.667,33.663,49.62527778
489,2016/9/27,46.887,47.56,49.878,47.281,35.698,55.419,61.016,89.149,33.721,43.456,33.321,34.11,95.112,77.979,38.397,39.198,38.718,34.096,50.05533333
490,2016/9/28,48.584,46.805,53.402,43.861,36.317,53.668,60.297,93.097,33.888,42.403,32.986,34.043,97.525,79.516,38.572,39.271,36.178,34.384,50.2665
491,2016/9/29,49.324,48.234,52.747,47.364,36.022,54.355,58.828,90.186,34.121,43.469,33.767,34.224,95.452,80.306,38.012,40.331,37.028,34.247,50.44538889
492,2016/9/30,48.14,49.014,54.079,47.221,36.553,56.125,60.657,91.831,34.663,45.596,32.861,34.365,96.286,80.903,38.431,39.135,37.314,34.919,51.00516667
493,2016/10/1,48.548,47.373,51.788,48.725,37.331,56.819,60.136,93.251,35.223,44.023,33.107,35.267,97.403,81.025,38.3,39.409,36.858,34.749,51.07416667
494,2016/10/2,48.837,46.159,52.782,46.182,35.475,54.493,60.977,91.548,34.559,44.594,33.87,34.356,96.866,82.815,37.559,39.892,37.772,34.808,50.75244444
495,2016/10/3,48.187,45.322,54.389,44.893,36.119,54.199,61.122,92.059,34.36,43.221,34.152,34.588,97.481,81.786,38.813,40.155,37.809,34.813,50.74822222
496,2016/10/4,49.574,47.35,54.131,47.286,36.523,60.52,62.915,92.302,34.834,43.455,33.394,33.713,102.454,77.271,38.32,40.41,37.604,35.703,51.54216667
497,2016/10/5,48.868,49.864,58.925,49.285,36.512,55.839,60.978,96.41,35.202,45.663,34.417,34.823,103.152,83.065,39.091,41.043,38.142,35.23,52.58383333
498,2016/10/6,49.007,50.09,53.454,48.3,36.654,53.532,59.505,95.938,34.625,44.108,32.402,35.037,95.943,82.323,36.809,40.47,36.328,34.731,51.06977778
499,2016/10/7,48.014,47.931,49.65,48.503,36.716,57.342,59.802,95.97,35.151,45.646,32.669,35.289,93.407,80.614,37.208,41.146,33.849,34.849,50.76422222
500,2016/10/8,48.3,48.859,54.371,48.791,37.985,56.543,60.285,98.634,34.376,43.874,33.13,34.754,96.216,80.27,37.805,40.176,37.709,34.985,51.5035
501,2016/10/9,48.718,48.598,53.934,48.979,35.72,53.294,61.309,95.893,34.123,42.879,33.316,34.769,100.564,83.755,37.355,40.931,38.147,34.033,51.46205556
502,2016/10/10,49.426,49.97,44.955,47.414,36.859,55.895,60.042,90.902,35.251,44.075,32.894,34.623,98.885,84.366,37.718,40.029,36.405,35.321,50.835
503,2016/10/11,48.512,46.662,51.305,47.583,37.142,52.555,58.76,95.164,34.88,46.826,33.62,34.744,99.226,84.516,39.227,41.59,37.843,33.544,51.31661111
504,2016/10/12,48.726,50.563,55.179,48.712,36.958,53.834,60.601,99.992,34.859,45.266,33.346,35.245,97.135,79.936,39.465,43.686,38.618,34.108,52.01272222
505,2016/10/13,49.73,50.711,56.978,49.35,37.171,51.816,56.802,92.82,34.946,43.777,33.191,35.482,99.462,79.464,39.942,39.336,38.849,34.553,51.35444444
506,2016/10/14,52.27,49.451,50.97,48.353,36.406,55.635,60.675,97.743,35.414,43.675,34.132,35.607,99.641,79.505,38.757,40.398,38.016,35.223,51.77061111
507,2016/10/15,50.016,49.512,52.844,47.392,36.556,54.279,58.507,95.733,34.975,44.557,33.734,34.904,97.84,80.919,39.302,38.596,38.037,34.125,51.21266667
508,2016/10/16,50.913,49.029,51.286,47.377,36.661,54.569,59.837,93.846,34.611,45.652,32.71,34.99,95.733,83.103,38.642,41.764,36.893,34.032,51.20266667
509,2016/10/17,49.099,48.073,52.182,45.783,35.94,55.927,59.319,91.808,33.469,44.66,33.487,34.715,91.537,80.745,37.697,38.713,37.794,34.656,50.31133333
510,2016/10/18,47.928,46.923,50.441,48.377,35.877,58.426,59.703,88.376,34.574,41.148,33.137,35.049,91.485,82.013,38.406,42.522,38.06,34.675,50.39555556
511,2016/10/19,48.633,47.072,53.023,48.743,37.174,66.494,59.33,93.929,34.155,43.968,33.037,31.237,88.148,80.851,38.665,42.521,37.495,34.308,51.0435
512,2016/10/20,47.157,47.366,52.63,46.981,36.631,50.9,56.751,93.713,32.638,45.722,32.113,33.875,95.531,82.773,38.385,39.399,37.147,33.466,50.17655556
513,2016/10/21,47.076,45.905,52.609,46.717,35.027,55.703,58.877,93.437,34.356,41.733,31.988,34.342,89.906,82.011,37.342,39.236,36.535,33.328,49.78488889
514,2016/10/22,47.212,49.22,54.779,46.814,35.94,53.133,56.406,90.685,34.174,43.397,32.113,34.724,92.931,78.03,35.281,39.934,34.82,33.77,49.63127778
515,2016/10/23,44.957,49.245,55.085,48.531,35.54,58.809,55.876,90.921,34.302,41.849,32.814,33.48,89.915,77.005,36.606,41.532,36.038,34.01,49.80638889
516,2016/10/24,45.094,45.012,49.11,46.714,36.074,52.933,56.89,81.016,32.83,42.42,32.071,33.572,89.37,76.655,36.934,40.033,36.274,33.07,48.11511111
517,2016/10/25,44.507,44.669,50.131,45.62,35.174,50.406,57.308,84.281,34.014,40.862,32.878,33.259,88.88,74.53,38.008,39.981,37.909,33.274,48.09394444
518,2016/10/26,46.634,43.314,47.879,45.272,34.666,47.263,54.905,84.724,32.67,42.63,31.531,32.788,91.255,73.776,36.614,36.051,33.941,32.488,47.13338889
519,2016/10/27,42.593,43.666,46.739,44.741,33.519,49.21,55.318,84.85,31.515,41.208,30.524,32.204,90.32,74.322,34.29,40.672,35.635,30.94,46.79255556
520,2016/10/28,43.302,41.459,45.712,36.417,32.936,48.604,53.823,83.377,31.62,40.24,30.355,31.614,84.447,71.656,33.635,37.338,34.436,32.049,45.16777778
521,2016/10/29,42.034,44.134,47.661,40.724,33.885,48.822,54.02,84.917,31.423,40.018,29.131,31.463,84.464,69.79,34.044,37.324,33.623,31.195,45.48177778
522,2016/10/30,42.908,43.555,47.844,42.356,32.487,48.163,54.281,81.021,31.083,38.153,29.226,30.915,84.314,73.895,33.885,35.692,33.476,30.242,45.19422222
523,2016/10/31,43.083,44.522,50.427,42.819,32.816,48.393,56.221,80.756,31.324,39.479,29.418,30.939,84.875,70.619,32.583,34.554,33.375,30.379,45.36566667
524,2016/11/1,43.074,44.108,45.169,42.146,33.43,47.325,53.905,83.427,30.744,41.11,29.63,31.721,81.278,75.469,34.077,34.943,31.947,30.774,45.23761111
525,2016/11/2,44.685,43.379,47.702,39.776,32.821,50.104,55.698,82.749,31.626,41.185,29.85,32.642,90.046,74.25,33.975,36.923,34.154,31.273,46.26877778
526,2016/11/3,45.823,43.614,49.337,43.434,34.134,50.553,56.724,88.681,32.905,41.808,31.524,32.061,83.875,76.955,35.903,37.943,35.345,32.256,47.38194444
527,2016/11/4,46.235,44.99,48.69,44.459,34.123,48.163,55.616,91.432,33.175,42.063,32.581,33.093,85.62,77.63,36.302,38.184,36.086,32.986,47.85711111
528,2016/11/5,46.632,45.667,48.889,45.678,35.291,53.775,56.234,90.442,34.035,42.287,32.709,32.396,92.087,75.36,38.343,37.599,36.406,33.333,48.73127778
529,2016/11/6,46.206,45.114,45.343,43.783,34.131,53.3,57.055,89.627,33.725,42.367,31.903,32.753,89.309,72.722,36.486,37.833,35.252,34.165,47.83744444
530,2016/11/7,44.253,45.834,51.181,45.844,33.942,52.433,55.534,88.754,33.07,41.068,32.418,33.943,86.699,75.772,35.645,37.886,33.939,33.426,47.86894444
531,2016/11/8,45.691,46.707,51.454,46.787,34.616,51.956,55.496,86.942,33.602,43.173,32.386,33.411,83.402,76.493,36.941,38.035,34.572,33.837,48.08338889
532,2016/11/9,44.021,46.548,51.257,42.055,34.288,50.298,54.943,85.289,32.857,44.132,32.1,33.905,86.33,75.501,37.514,37.788,38.275,33.32,47.80116667
533,2016/11/10,43.791,45.478,55.101,46.144,34.302,49.449,56.798,84.213,33.781,41.118,32.156,33.185,81.332,74.15,36.349,37.179,35.465,33.793,47.43244444
534,2016/11/11,45.14,46.982,52.645,45.142,34.7,51.364,57.212,86.755,33.559,41.947,32.109,33.516,89.726,77.365,37.559,37.796,35.849,32.642,48.44488889
535,2016/11/12,47.611,46.114,49.831,44.617,34.642,52.227,59.037,86.049,33.819,41.646,31.912,33.786,85.955,74.088,36.191,37.9,37.09,33.859,48.13188889
536,2016/11/13,44.705,47.244,51.338,44.611,35.075,51.101,60.242,85.221,32.541,42.343,30.324,33.795,86.63,75.312,34.796,36.509,34.861,33.231,47.77105556
537,2016/11/14,46.699,45.497,48.206,43.898,34.052,55.668,56.473,85.033,33.493,41.089,31.478,33.347,86.236,74.778,35.236,37.185,35.134,32.891,47.57738889
538,2016/11/15,45.547,46.221,54.323,41.783,34.299,48.08,59.56,86.34,33.2,42.7,31.553,33.375,87.306,70.028,36.03,40.097,36.167,32.411,47.72333333
539,2016/11/16,46.684,45.141,51.556,45.422,34.614,52.146,55.864,85.773,30.929,41.405,31.205,31.974,90.946,74.047,35.978,37.42,34.069,32.964,47.67427778
540,2016/11/17,45.822,45.539,52.035,44.52,34.862,51.166,57.271,85.646,33.207,42.421,31.953,33.139,86.875,74.16,36.091,38.124,33.044,33.377,47.73622222
541,2016/11/18,45.385,46.43,50.161,46.418,35.025,53.456,54.783,85.21,33.441,40.796,31.78,32.57,88.755,75.955,35.544,39.221,35.509,33.112,47.97505556
542,2016/11/19,47.318,45.875,49.588,42.898,36.285,53.624,55.099,87.769,33.864,41.591,33.392,33.654,88.622,76.195,36.694,38.908,35.875,33.645,48.38311111
543,2016/11/20,44.769,43.09,49.928,43.821,33.953,52.257,54.821,85.011,33.845,40.699,31.86,33.752,88.974,75.762,36.071,35.973,34.94,33.196,47.37344444
544,2016/11/21,45.508,45.615,48.535,43.15,34.136,54.082,57.568,85.033,32.94,40.256,31.598,31.917,83.438,76.169,35.329,36.091,35.494,32.902,47.20894444
545,2016/11/22,45.158,44.184,49.098,43.661,34.151,47.5,55.523,84.987,31.824,41.769,30.502,31.983,91.054,73.829,35.262,39.785,34.433,32.456,47.06438889
546,2016/11/23,45.182,44.308,48.033,44.693,33.523,59.308,53.703,82.651,32.314,41.277,31.933,32.115,92.678,73.858,33.803,37.071,34.067,32.962,47.4155
547,2016/11/24,41.731,42.084,46.688,41.885,32.779,46.388,54.385,78.172,31.506,39.667,29.708,32.312,86.121,71.021,32.956,35.791,30.526,31.123,44.7135
548,2016/11/25,41.254,41.248,46.763,40.94,32.369,48.25,54.712,76.247,29.931,37.419,28.944,30.86,85.253,70.265,31.692,35.267,32.176,30.738,44.12933333
549,2016/11/26,42.628,41.614,47.953,40.325,31.471,50.707,52.359,82.709,30.39,38.846,28.935,30.104,86.538,68.498,33.475,34.431,32.245,30.635,44.65905556
550,2016/11/27,41.284,38.143,46.778,39.344,31.524,46.946,52.157,84.166,30.424,38.244,28.858,30.162,80.987,67.494,33.621,34.264,32.548,30.043,43.7215
551,2016/11/28,40.213,40.69,48.47,39.782,31.396,49.63,51.583,84.127,31.523,39.037,29.376,30.31,77.948,68.758,32.216,34.923,31.788,29.817,43.97705556
552,2016/11/29,40.698,39.248,49.002,38.8,31.381,47.277,51.996,76.363,30.245,36.46,29.481,30.05,79.988,68.434,31.871,33.381,30.406,30.212,43.07183333
553,2016/11/30,42.971,42.071,44.365,41.412,32.92,48.85,52.132,79.396,30.669,39.261,28.554,30.568,77.165,69.914,32.722,35.016,32.322,30.005,43.90627778
554,2016/12/1,45.827,44.532,46.596,41.558,33.235,47.012,53.761,85.068,31.699,40.594,29.847,31.45,83.092,69.212,33.839,36.177,33.323,31.494,45.462
555,2016/12/2,44.697,44.306,47.188,43.955,34.171,48.673,56.458,84.743,31.756,41.698,30.037,31.119,80.007,73.258,34.613,36.231,33.83,32.499,46.06883333
556,2016/12/3,44.842,44.368,48.218,43.897,34.429,51.5,57.752,85.49,32.672,41.554,31.334,32.602,83.353,74.076,34.385,38.372,35.046,32.38,47.015
557,2016/12/4,45.785,49.08,49.631,46.774,35.665,51.115,55.521,83.638,33.502,42.835,31.872,33.177,83.331,74.357,35.46,37.297,35.399,32.905,47.63022222
558,2016/12/5,46.569,44.748,51.764,45.529,35.352,53.769,57.892,84.604,33.497,42.882,32.103,33.652,87.59,74.776,36.627,38.2,34.566,33.285,48.18916667
559,2016/12/6,45.548,44.761,49.73,45.725,35.576,53.761,60.544,86.77,33.547,42.081,33.859,33.326,82.649,75.345,37.872,38.345,36.679,33.54,48.31433333
560,2016/12/7,46.24,47.417,51.854,48.144,36.54,50.684,57.863,87.427,34.4,43.882,32.529,34.414,88.462,75.644,35.954,38.742,37.813,34.524,49.02961111
561,2016/12/8,47.548,46.102,52.821,42.671,37.091,58.524,58.616,90.183,33.974,43.51,32.878,33.828,91.922,81.028,38.654,40.088,39.086,33.836,50.13111111
562,2016/12/9,46.298,46.588,49.856,46.008,36.789,52.548,58.676,88.033,35.25,41.68,33.626,34.124,88.419,79.329,38.444,39.565,39.03,34.554,49.37872222
563,2016/12/10,46.966,46.981,49.279,46.181,36.644,50.108,57.999,88.373,34.945,44.381,33.262,35.08,86.413,78.808,37.715,40.998,36.209,35.31,49.20288889
564,2016/12/11,46.431,46.572,49.967,45.005,37.715,60.132,59.82,90.456,34.693,43.658,31.095,33.615,87.512,78.346,38.21,38.887,37.067,34.254,49.63527778
565,2016/12/12,46.985,45.677,49.155,46.077,35.771,54.238,60.559,88.081,35.225,43.53,33.485,35.252,87.244,78.422,38.291,38.483,37.057,34.534,49.337
566,2016/12/13,46.835,46.534,51.769,46.797,37.62,51.859,61.293,90.809,35.394,44.589,32.636,34.134,88.846,75.109,36.967,38.171,36.955,34.688,49.50027778
567,2016/12/14,47.859,44.3,51.878,45.417,37.161,57.144,58.308,89.368,33.934,41.497,33.693,33.364,90.014,78.325,37.577,37.822,37.397,34.225,49.40461111
568,2016/12/15,46.242,47.523,50.42,45.416,37.745,54.632,51.767,91.711,35.077,43.797,31.834,34.855,92.616,74.552,38.365,39.178,36.93,33.936,49.25533333
569,2016/12/16,46.404,46.765,50.781,46.784,36.067,57.108,54.408,87.605,34.915,43.565,33.544,34.345,95.515,77.156,36.817,40.871,35.412,34.476,49.58544444
570,2016/12/17,47.7,49.013,53.837,45.531,36.51,54.582,57.787,93.047,35.051,42.163,33.746,34.193,86.316,76.679,37.865,41.217,36.319,34.077,49.75738889
571,2016/12/18,47.984,46.402,48.846,45.488,35.908,55.287,57.146,86.284,34.677,39.038,32.585,34.79,88.739,78.048,35.4,40.613,36.458,34.877,48.80944444
572,2016/12/19,46.715,47.9,52.018,48.29,36.477,76.066,57.896,91.15,34.148,42.833,32.62,34.531,91.242,80.274,36.467,39.787,35.435,33.489,50.96322222
573,2016/12/20,48.176,46.351,53.736,46.038,35.789,54.788,58.194,88.578,34.731,43.807,33.22,34.102,89.563,78.2,36.232,39.543,35.341,33.879,49.45933333
574,2016/12/21,47.694,46.471,51.401,46.055,36.701,56.475,61.056,83.249,34.005,44.091,32.172,34.288,91.03,79.065,37.344,40.395,35.577,34.945,49.55633333
575,2016/12/22,47.233,44.228,50.384,46.83,35.928,56.291,58.384,86.734,34.694,43.621,33.703,33.763,85.367,79.123,36.415,39.319,35.732,34.402,49.00838889
576,2016/12/23,45.691,44.74,51.443,44.998,34.917,54.181,59.348,85.419,33.246,41.791,31.717,33.241,83.772,73.377,34.172,37.701,35.068,33.445,47.6815
577,2016/12/24,45.959,45.597,50.137,46.106,35.223,54.538,58.946,86.498,34.871,42.787,32.852,34.292,83.425,76.2,37.014,40.941,36.744,33.868,48.66655556
578,2016/12/25,50.984,49.39,53.099,48.716,38.626,63.863,60.305,95.217,37.364,47.467,36.529,37.969,93.578,80.663,39.734,43.645,39.903,37.678,53.04055556
579,2016/12/26,53.017,53.005,57.32,52.848,39.275,62.462,63.502,96.827,39.676,49.069,38.399,39.329,94.772,87.669,41.517,47.96,42.149,40.02,55.48977778
580,2016/12/27,53.456,54.02,57.3,52.129,42.638,59.352,68.181,103.193,41.339,50.148,39.399,39.713,96.808,85.318,44.162,48.057,43.559,39.911,56.5935
581,2016/12/28,54.972,53.863,56.958,51.2,42.475,60.672,67.284,103.597,40.575,50.588,38.177,40.142,98.298,86.798,43.153,43.346,38.242,40.083,56.13461111
582,2016/12/29,54.54,52.077,57.835,52.317,41.679,60.872,66.272,97.27,40.381,49.95,37.963,39.641,96.521,85.861,41.054,45.789,41.67,39.186,55.60433333
583,2016/12/30,52.287,50.49,62.64,52.793,40.675,63.752,65.951,97.254,39.901,50.558,37.842,39.234,97.078,86.333,43.069,45.685,42.971,39.95,56.02572222
584,2016/12/31,52.957,53.159,57.616,53.155,42.976,72.801,66.26,99.227,39.489,49.454,38.695,38.829,97.82,87.936,43.721,45.192,42.653,40.515,56.80305556
585,2017/1/1,52.612,50.452,59.402,54.66,42.689,63.686,69.446,94.326,40.243,50.278,37.604,40.415,97.755,91.046,42.865,47.515,38.597,39.606,56.28872222
586,2017/1/2,52.926,54.692,59.057,53.561,41.909,64.201,69.08,96.602,38.713,50.791,37.855,39.464,100.546,88.75,42.12,46.498,42.318,39.54,56.59016667
587,2017/1/3,54.277,53.766,59.148,53.779,42.362,61.344,68.054,96.036,40.996,52.18,38.883,41.579,102.582,87.492,43.936,46.849,42.913,39.638,56.98966667
588,2017/1/4,56.978,54.463,58.808,54.186,43.256,64.49,69.759,98.049,40.746,52.857,39.667,40.859,101.579,84.079,43.293,46.843,43.01,41.383,57.46138889
589,2017/1/5,55.076,56.243,63.157,53.717,44.5,62.202,71.193,106.144,41.825,53.049,39.773,40.701,107.975,90.045,45.773,48.188,46.495,39.674,59.20722222
590,2017/1/6,55.678,57.801,62.31,54.093,43.724,63.021,73.737,105.065,43.063,52.399,40.303,40.912,99.684,82.968,45.774,47.96,46.206,41.365,58.67016667
591,2017/1/7,56.87,58.333,63.674,55.439,44.474,65.744,75.925,103.366,42.591,53.272,39.758,41.548,104.982,87.614,45.102,48.251,46.363,41.834,59.73
592,2017/1/8,54.645,55.173,63.976,56.344,43.469,66.536,70.481,102.248,42.298,51.248,39.936,40.657,102.598,89.394,44.563,45.486,49.613,41.502,58.89816667
593,2017/1/9,55.887,55.532,65.819,54.259,42.993,65.295,67.511,103.117,42.172,50.198,39.652,42.72,105.57,88.126,43.47,47.882,45.269,41.727,58.73327778
