,Purchase_Date,Falchion,Falchion_Blue_Steel_FT,Falchion_Blue_Steel_MW,Falchion_Blue_Steel_WW,Falchion_Boreal_forest_FT,Falchion_Case_Hardened_FT,Falchion_Crimson_web_FT,Falchion_Fade_FN,Falchion_Forest_DDPAT_FT,Falchion_Night_FT,Falchion_safari_mesh_FT,Falchion_Scorched_FT,Falchion_Slaughter_FN,Falchion_Slaughter_MW,Falchion_Stained_FT,Falchion_Stained_MW,Falchion_Stained_WW,Falchion_Urban_masked_FT,avg
0,2015/5/27,291.169,247.451,360.44,224.648,121.75,252.415,273.082,394.379,112.133,193.8,108.481,116.707,396.552,354.974,131.33,221.799,119.305,126.063,224.8043333
1,2015/5/28,209.544,188.43,235.357,173.357,102.039,196.765,205.107,370.146,95.881,148.232,81.918,101.72,393.522,287.947,123.384,146.774,119.305,106.13,182.531
2,2015/5/29,202.337,185.126,215.516,176.072,100.668,180.227,231.946,353.669,102.791,149.043,90.316,95.17,380.14,338.523,122.442,134.542,126.815,104.585,182.7737778
3,2015/5/30,196.449,189.897,210.033,177.288,107.34,214.828,240.567,336.69,99.66,154.586,86.201,96.496,380.632,284.684,135.681,136.622,131.267,102.828,182.3193889
4,2015/5/31,174.116,187.407,239.36,178.678,105.982,205.15,204.11,352.653,96.011,149.623,86.834,93.966,357.42,300.067,120.91,140.19,125.533,98.551,178.6978333
5,2015/6/1,190.402,181.215,235.737,166.935,106.784,180.939,232.452,342.468,99.879,143.06,85.548,90.288,385.019,328.661,129.417,133.99,124.133,91.632,180.4755
6,2015/6/2,207.235,203.296,235.737,166.935,97.19,180.059,237.396,354.468,95.028,141.026,83.268,89.87,393.142,328.338,113.518,151.067,106.673,95.57,182.212
7,2015/6/3,203.271,179.444,232.402,170.156,97.987,181.931,196.234,367.717,94.975,131.025,76.44,89.588,345.197,309.527,110.054,143.246,112.272,88.434,173.8833333
8,2015/6/4,192.414,154.669,183.76,146.911,101.3,192.441,186.851,306.585,84.922,120.76,74.41,83.438,319.181,291.602,113.919,109.604,107.863,80.895,158.4180556
9,2015/6/5,163.192,137.831,183.76,132.115,90.889,177.379,190.527,249.57,78.389,120.405,68.165,77.815,324.152,263.097,98.197,109.604,92.731,76.755,146.3651667
10,2015/6/6,145.246,134.854,160.405,134.413,76.23,140.587,171.865,262.862,75.2,119.458,66.648,72.726,308.51,236.711,94.455,100.177,86.08,76.011,136.8021111
11,2015/6/7,138.549,134.185,150.811,115,74.374,125.474,158.172,283.429,69.542,101.25,61.014,72.041,280.774,216.107,91.462,101.513,87.651,70.382,129.5405556
12,2015/6/8,137.563,132.427,152.951,132.606,77.661,121.848,163.931,266.266,76.019,105.61,61.805,74.21,305.069,236.081,93.072,109.645,90.862,68.175,133.6556111
13,2015/6/9,140.562,133.351,150.572,120.98,79.818,129.794,166.953,247.461,74.884,110.846,66.395,74.683,361.335,237.608,94.66,107.059,87.68,74.112,136.5973889
14,2015/6/10,138.214,128.908,150.422,141.93,77.646,135.732,158.342,232.136,72.857,111.045,66.184,73.664,354.416,221.346,90.739,92.94,82.364,72.686,133.4206111
15,2015/6/11,128.825,127.309,149.376,129.963,73.606,135.015,142.399,234.501,68.632,109.168,62.859,70.458,328.087,242.018,96.749,99.425,86.633,70.853,130.882
16,2015/6/12,134.71,126.257,152.884,120.245,70.901,123.891,145.97,231.173,70.424,103.695,61.245,65.522,281.883,227.971,90.64,97.47,79.547,70.954,125.299
17,2015/6/13,129.261,127.982,153.831,120.959,69.922,136.357,150.935,225.584,65.46,98.971,58.212,67.104,277.326,211.14,88.641,92.694,83.06,66.88,123.5732778
18,2015/6/14,129.009,124.262,161.492,118.46,66.955,120.378,138.292,218.318,67.762,91.824,58.648,62.261,252.071,202.373,90.099,92.037,82.259,66.868,119.076
19,2015/6/15,124.51,116.247,138.024,112.724,71.374,119.361,146.092,216.222,67.236,97.215,57.808,61.677,238.327,208.434,78.994,89.894,81.593,65.706,116.191
20,2015/6/16,116.153,112.952,149.833,112.902,66.646,130,145.337,200.888,64.269,103.734,59.058,59.737,239.15,210.573,73.748,87.414,80.179,63.574,115.3415
21,2015/6/17,118.596,119.379,136.561,113.244,69.696,128.259,145.063,215.578,63.54,84.284,59.541,65.585,244.685,206.805,79.873,82.965,86.802,66.655,115.9506111
22,2015/6/18,113.374,120.673,125.063,115.5,74.018,118.847,135.884,238.318,66.498,87.035,57.919,62.825,254.425,211.038,83.238,95.008,81.225,63.685,116.9207222
23,2015/6/19,115.955,115.866,125.063,113.372,66.758,118.289,144.189,188.308,60.791,92.668,53.413,59.037,236.674,190.758,83.173,80.875,77.9,60.584,110.2040556
24,2015/6/20,117.463,111.363,123.701,110.858,68.123,120.713,129.284,203.737,61.604,88.636,56.359,55.667,218.397,193.114,76.698,84.71,79.85,61.133,108.9672222
25,2015/6/21,112.669,111.009,122.131,107.393,61.593,113.904,121.833,193.634,58.295,84.041,54.583,64.484,234.516,171.437,73.221,83.008,77.934,64.517,106.1223333
26,2015/6/22,111.347,105.976,113.626,96.829,59.787,104.301,113.657,185.807,59.554,88.36,54.178,62.489,225.733,174.77,75.388,83.894,70.351,59.829,102.5486667
27,2015/6/23,103.691,103.226,118.069,102.321,58.951,102.747,118.569,205.796,61.807,85.479,55.891,58.121,208.777,167.775,75.628,77.165,69.322,57.655,101.7216667
28,2015/6/24,110.71,105.682,116.982,105.698,65.453,105.599,123.345,202.741,61.706,91.214,53.835,60.759,232.801,171.092,77.828,75.748,76.103,59.994,105.405
29,2015/6/25,106.816,109.232,122.629,106.736,66.425,111.271,116.846,208.153,65.674,79.516,55.93,58.451,224.839,203.535,69.426,79.831,75.405,61.76,106.8041667
30,2015/6/26,107.08,101.182,127.283,104.122,63.99,113.988,118.499,196.712,63.008,86.977,56.89,62.807,231.709,200.097,75.328,77.708,76.349,60.399,106.896
31,2015/6/27,103.825,104.705,117.423,102.562,64.026,104.315,131.802,206.932,62.762,96.811,55.757,60.828,235.198,187.102,77.457,80.72,74.803,60.587,107.0897222
32,2015/6/28,113.193,102.578,117.842,96.402,67.473,105.27,124.842,201.559,62.615,84.497,55.058,62.847,220.005,176.487,76.551,79.824,81.429,63.774,105.1247778
33,2015/6/29,107.546,102.533,120.577,98.447,65.72,106.419,112.68,197.714,59.599,85.715,54.29,63.149,218.713,187.23,78.205,82.737,75.024,61.283,104.3100556
34,2015/6/30,107.583,105.517,121.899,99.721,65.748,110.438,126.93,210.217,62.033,90.104,54.519,60.37,225.203,185.079,79.935,85.559,76.146,63.631,107.2573333
35,2015/7/1,109.024,110.497,122.77,99.31,64.57,118.269,125.76,206.774,59.976,90.126,53.738,63.279,215.544,177.549,79.287,78.504,72.892,61.953,106.1012222
36,2015/7/2,108.478,112.357,122.318,103.172,65.737,151.271,128.304,223.269,61.1,91.003,56.19,62.879,227.027,187.797,79.243,81.273,79.444,60.607,111.1927222
37,2015/7/3,112.065,106.983,121.48,103.416,63.824,109.963,127.745,218.919,58.979,91.674,56.921,63.713,231.307,184.905,77.983,81.74,74.142,61.391,108.175
38,2015/7/4,108.432,107.981,122.203,103.895,64.721,111.66,127.417,203.754,61.668,86.555,55.326,62.152,234.56,187.467,78.3,84.872,76.066,60.937,107.6647778
39,2015/7/5,104.293,109.458,115.054,100.828,66.499,106.025,116.293,209.788,59.934,89.113,54.394,61.434,217.493,176.962,76.513,83.061,78.026,59.967,104.7297222
40,2015/7/6,105.525,101.411,117.417,71.657,65.715,99.792,119.21,197.003,58.7,88.631,53.849,59.084,215.768,178.86,74.899,78.408,70.471,60.886,100.9603333
41,2015/7/7,101.515,103.103,117.761,99.032,64.227,102.956,115.394,186.874,61.443,89.307,54.587,60.104,221.93,184.82,76.532,84.631,68.766,60.759,102.9856111
42,2015/7/8,101.677,104.068,122.374,94.797,65.033,98.477,112.515,193.739,58.425,85.229,55.571,57.995,209.542,181.552,78.131,79.24,71.075,62.721,101.7867222
43,2015/7/9,104.978,106.447,115.531,97.22,64.254,108.051,104.502,196.517,58.121,87.059,54.272,61.393,209.442,170.563,69.503,78.594,70.915,59.298,100.9255556
44,2015/7/10,102.835,105.57,112.348,98.139,64.327,104.781,111.065,205.389,59.568,84.661,54.487,59.478,197.786,177.1,73.834,81.2,69.56,61.643,101.3206111
45,2015/7/11,103.012,102.429,112.46,95.94,64.745,106.54,116.579,188.433,59.632,81.406,52.386,60.442,190.622,174.052,72.293,77.249,68.597,58.013,99.15722222
46,2015/7/12,98.713,103.783,117.202,87.634,63.567,102.335,112.454,187.096,55.582,78.732,53.62,55.062,199.883,174.162,70.039,82.545,68.858,58.744,98.33394444
47,2015/7/13,101.669,95.983,113.811,91.086,58.667,146.179,109.13,179.044,55.558,83.957,51.911,57.457,190.988,172.024,67.433,77.161,69.198,57.149,98.80027778
48,2015/7/14,93.56,94.069,109.411,93.173,62.903,92.296,111.023,187.797,59.357,83.8,52.919,56.866,205.689,159.395,70.445,79.016,69.413,58.931,96.67016667
49,2015/7/15,92.899,94.887,101.938,83.197,61.801,92.302,108.181,180.821,58.093,81.26,51.032,57.896,206.171,171.6,70.644,73.777,69.313,58.23,95.22455556
50,2015/7/16,95.83,96.626,107.186,87.091,61.203,89.716,108.601,185.717,57.701,79.708,50.987,56.255,189.389,163.493,68.938,74.557,67.289,55.001,94.18266667
51,2015/7/17,96.677,98.97,115.412,85.898,62.144,102.196,107.883,174.888,57.754,77.654,51.271,54.863,191.867,157.91,69.416,74.827,66.582,56.862,94.61522222
52,2015/7/18,102.074,94.43,108.48,87.678,59.435,91.559,116.626,184.803,52.611,73.814,50.468,56.701,221.708,170.755,67.34,76.056,63.914,57.667,96.45105556
53,2015/7/19,96.681,93.053,103.644,89.941,59.906,95.151,110.362,184.092,54.923,84.402,50.378,54.557,197.305,172.326,69.296,73.104,67.285,56.304,95.15055556
54,2015/7/20,93.745,91.92,108.409,91.372,58.784,109.282,113.489,177.471,58.208,79.544,51.244,57.071,196.433,163.485,68.727,75.162,66.051,54.227,95.25688889
55,2015/7/21,96.322,92.848,109.593,88.365,59.685,102.462,110.578,169.373,56.527,78.583,51.132,53.971,206.637,166.834,67.445,74.243,68.831,56.075,94.97244444
56,2015/7/22,97.531,90.877,95.342,95.177,57.039,96.098,107.36,170.378,56.857,78.032,52.577,55.977,185.781,153.281,68.062,75.457,65.914,56.99,92.15166667
57,2015/7/23,96.438,91.9,108.833,86.976,59.801,101.524,104.017,168.574,54.884,75.752,51.299,57.115,190.798,164.677,69.385,72.374,64.789,58.008,93.17466667
58,2015/7/24,101.972,94.872,103.176,90.894,60.408,94.773,100.491,169.251,56.4,79.847,49.428,56.812,184.573,164.457,67.645,74.037,66.056,56.731,92.87905556
59,2015/7/25,95.804,93.173,112.4,89.676,59.392,98.248,105.237,174.172,54.515,74.595,52.104,55.12,179.475,155.103,66.961,71.229,66.233,57.227,92.25911111
60,2015/7/26,87.491,91.628,101.038,88.78,59.481,93.233,108.122,162.341,54.299,77.384,50.006,54.814,181.459,151.2,63.904,68.147,64.076,54.69,89.56072222
61,2015/7/27,91.811,86.993,106.829,86.693,59.334,93.384,103.566,166.741,56.283,76.255,49.534,54.264,185.999,144.269,66.384,73.164,67.808,57.448,90.3755
62,2015/7/28,93.684,90.76,102.411,85.481,57.437,106.136,103.951,164.337,55.663,79.115,50.212,55.252,194.607,155.816,69.348,74.732,65.579,55.505,92.22366667
63,2015/7/29,89.604,90.863,105.763,85.379,58.083,102.37,102.73,175.44,55.845,80.182,50.189,54.824,184.771,165.291,69.363,76.691,68.907,55.114,92.85605556
64,2015/7/30,91.793,93.722,103.859,86.564,58.766,100.3,107.589,164.286,55.425,78.922,49.888,54.715,183.732,153.601,71.155,75.902,61.178,54.82,91.4565
65,2015/7/31,93.189,90.536,108.547,87.357,58.23,96.279,99.619,161.68,56.606,78.02,52.389,57.321,196.1,157.576,71.926,76.077,67.2,52.606,92.29211111
66,2015/8/1,90.999,84.832,106.441,84.382,57.839,98.526,107.284,177.327,54.7,77.441,50.687,55.17,193.777,159.614,65.534,73.434,64.375,55.062,92.07911111
67,2015/8/2,93.659,99.965,104.678,85.669,58.452,94.555,109.768,158.648,54.992,81.54,49.452,53.9,180.402,156.202,66.057,74.176,66.703,54.306,91.28466667
68,2015/8/3,89.339,78.229,105.413,84.927,59.167,92.867,109.701,164.872,53.918,77.021,48.747,53.74,175.726,152.917,66.952,74.718,65.779,55.473,89.417
69,2015/8/4,92.22,87.667,104.832,83.639,58.664,93.093,113.565,163.554,55.005,79.841,49.074,53.159,163.534,152.642,66.666,71.048,65.317,55.637,89.39761111
70,2015/8/5,91.543,85.446,97.383,82.824,57.968,101.341,104.572,161.123,54.176,77.858,48.755,54.559,168.293,144.303,64.534,71.532,65.102,54.389,88.0945
71,2015/8/6,92.45,85.948,102.24,78.321,56.694,96.402,105.793,159.068,55.414,79.973,49.419,54.865,176.592,148.359,64.016,69.982,64.752,56.135,88.69016667
72,2015/8/7,91.798,90.637,101.191,84.772,56.609,96.126,113.36,160.68,54.056,79.835,48.699,53.506,178.691,158.803,65.97,67.015,62.23,55.336,89.96188889
73,2015/8/8,88.972,88.483,106.821,84.257,55.786,93.469,105.942,157.376,53.795,78.054,48.163,46.829,167.535,157.478,63.428,68.555,63.349,54.638,87.94055556
74,2015/8/9,85.97,86.422,101.935,80.718,55.765,93.107,104.738,159.754,53.709,77.703,49.904,53.436,172.49,150.783,65.902,67.605,58.799,54.731,87.41505556
75,2015/8/10,85.263,88.022,96.049,80.571,56.52,92.269,101.469,152.35,51.854,74.421,47.976,52.571,168.995,147.966,63.548,68.984,60.391,53.448,85.70372222
76,2015/8/11,86.413,93.497,99.985,82.398,56.76,90.052,106.199,155.941,53.131,73.257,48.444,52.825,175.378,149.823,64.271,69.866,64.029,52.98,87.51383333
77,2015/8/12,85.451,87.112,97.927,84.538,54.32,96.384,104.687,158.563,53.301,74.035,48.341,53.407,172.82,142.44,62.092,66.499,62.337,52.418,86.48177778
78,2015/8/13,81.749,84.587,99.086,82.337,54.927,84.111,97.519,157.46,52.804,73.429,48.332,52.482,166.532,133.082,65.38,63.322,65.07,53.288,84.19427778
79,2015/8/14,81.207,86.256,95.687,79.458,56.565,87.635,102.286,156.164,52.333,74.577,48.221,51.336,173.683,144.089,64.398,70.537,61.524,53.661,85.53427778
80,2015/8/15,81.111,81.594,81.983,76.357,52.92,94.426,92.191,148.548,53.901,73.12,43.794,49.516,171.258,133.416,59.23,63.416,61.384,48.982,81.50816667
81,2015/8/16,81.691,82.801,89.141,74.969,51.993,82.061,86.344,144.881,48.097,67.607,42.481,48.24,166.094,136.452,59.014,60.362,57.607,48.292,79.34038889
82,2015/8/17,80.853,82.424,90.767,73.496,53.344,87.401,92.075,147.016,49.458,70.5,45.269,48.528,154.871,133.316,56.844,58.662,57.935,49.257,79.55644444
83,2015/8/18,79.507,81.168,94.218,80.929,52.236,87.119,94.516,146.7,49.531,70.583,44.802,49.271,158.923,132.197,58.579,62.505,59.392,49.197,80.63183333
84,2015/8/19,74.734,79.756,88.616,73.806,53.404,86.022,91.932,142.26,50.655,68.253,44.823,49.18,151.69,123.12,58.539,62.762,58.663,48.747,78.16455556
85,2015/8/20,72.578,81.389,90.726,73.7,52.417,84.765,92.202,140.689,49.084,66.971,45.241,49.867,157.166,128.28,59,59.973,58.228,46.206,78.249
86,2015/8/21,78.072,83.142,90.668,75.786,50.801,80.017,91.576,142.815,48.872,70.27,45.331,48.621,152.329,126.211,57.235,62.415,56.42,48.753,78.29633333
87,2015/8/22,80.844,83.87,89.036,76.838,51.655,87.193,89.155,143.825,49.227,66.794,43.842,49.495,144.74,126.719,58.525,63.6,56.401,47.488,78.2915
88,2015/8/23,79.475,80.795,87.362,77.432,49.886,91.193,84.96,143.645,48.483,67.598,43.35,49,148.468,126.014,57.297,63.378,54.483,47.841,77.81444444
89,2015/8/24,77.738,82.269,89.703,79.161,52.129,83.593,87.607,146.506,48.479,68.517,44.105,49.056,164.525,134.841,57.349,64.925,57.445,51.12,79.94822222
90,2015/8/25,81.482,84.501,94.357,80.243,55.12,87.128,91.963,152.325,52.44,73.936,47.094,51.579,163.027,137.045,61.351,64.864,58.332,50.186,82.60961111
91,2015/8/26,83.861,86.606,99.611,81.086,57.447,87.017,94.012,158.911,51.808,67.531,47.807,52.109,164.998,138.519,61.396,67.45,61.224,52.028,84.07894444
92,2015/8/27,84.666,90.962,101.8,89.125,55.768,95.328,95.39,154.003,52.394,73.041,47.545,53.121,170.305,142.182,61.596,66.536,60.232,52.19,85.89911111
93,2015/8/28,87.593,89.99,98.763,87.862,56.047,93.387,100.813,157.123,53.528,76.17,49.272,53.368,174.564,144.815,63.299,68.797,63.46,54.473,87.40688889
94,2015/8/29,86.325,90.472,101.146,83.989,58.067,96.015,107.276,159.407,55.238,77.785,49.527,54.159,184.488,141.389,65.411,70.072,63.61,55.585,88.88672222
95,2015/8/30,84.882,92.742,99.866,86.378,56.84,105.379,101.975,161.985,54.758,71.063,50.014,55.147,169.921,144.984,64.425,68.674,61.803,52.809,87.98027778
96,2015/8/31,85.942,91.032,100.423,84.064,57.453,93.428,102.899,165.607,54.354,74.322,49.671,56.057,180.745,149.088,64.24,72.524,66.287,53.89,89.00144444
97,2015/9/1,87.255,88.46,97.368,83.144,58.814,96.03,97.176,173.118,57.619,78.475,52.424,55.449,181.323,148.349,67.013,72.751,64.773,55.994,89.75194444
98,2015/9/2,86.843,87.201,96.488,85.01,59.092,92.486,98.481,165.436,56.015,75.996,50.873,54.108,179.154,137.892,65.054,68.147,64.355,56.654,87.73805556
99,2015/9/3,87.993,88.255,98.968,81.521,57.331,88.332,99.25,155.852,55.057,77.816,50.983,56.183,177.278,141.212,65.18,58.866,61.337,53.802,86.40088889
100,2015/9/4,85.511,86.303,100.699,82.823,57.021,93.788,101.036,159.237,55.702,75.171,51.319,53.892,169.847,143.207,62.633,72.103,63.625,54.657,87.143
101,2015/9/5,84.826,84.278,95.804,83.144,58.402,99.155,101.367,159.444,53.443,74.753,49.641,53.982,169.829,140.55,62.903,67.585,61.613,53.919,86.36877778
102,2015/9/6,83.1,84.892,99.307,81.905,57.071,86.517,100.859,163.705,53.935,74.026,48.957,54.124,162.772,141.874,61.413,66.867,60.704,53.854,85.32677778
103,2015/9/7,84.887,86.895,97.423,82.234,54.57,93.786,103.08,158.394,53.675,73.285,49.975,53.582,173.97,146.83,62.806,66.163,59.945,53.703,86.40016667
104,2015/9/8,84.934,84.403,91.607,82.451,54.876,93.339,102.202,159.671,54.344,70.706,48.092,52.81,178.047,152.059,60.77,67.97,60.674,53.766,86.26227778
105,2015/9/9,86.849,83.668,98.168,81.807,57.683,92.118,97.131,144.863,54.315,70.947,50.115,53.771,173.182,142.089,62.244,71.156,61.442,54.003,85.30838889
106,2015/9/10,86.405,88.162,99.577,93.727,56.686,101.632,98.484,157.997,54.639,76.928,49.252,53.688,173.603,143.062,61.682,71.066,57.983,54.33,87.71683333
107,2015/9/11,85.886,88.874,95.407,86.009,57.574,98.049,101.31,152.34,53.648,72.474,49.258,54.535,171.032,148.553,61.262,68.002,61.324,53.158,86.59416667
108,2015/9/12,86.265,88.449,94.489,85.949,57.239,95.609,101.719,154.785,53.438,74.764,50.01,56.274,175.05,149.423,63.506,71.525,62.524,53.718,87.48533333
109,2015/9/13,86.961,87.659,102.033,83.647,56.583,95.837,102.101,154.24,54.86,75.584,50.809,54.253,175.275,149.444,64.47,70.116,61.169,54.833,87.77077778
110,2015/9/14,86.261,87.14,97.511,84.099,58.287,92.127,101.812,162.16,54.15,73.81,49.527,54.156,181.55,139.489,64.163,69.832,62.985,54.187,87.40255556
111,2015/9/15,87.251,88.874,101.843,81.965,57.245,92.335,100.657,164.9,52.671,77.419,50.102,53.9,171.419,147.395,64.305,70.194,63.656,54.281,87.80066667
112,2015/9/16,88.839,90.138,98.183,85.878,57.939,93.665,100.484,166.617,52.339,76.234,49.714,52.477,174.452,150.524,66.986,70.628,63.312,53.426,88.43527778
113,2015/9/17,87.516,87.247,97.572,79.168,57.417,86.886,108.946,168.223,52.78,73.578,49.912,54.187,178.489,146.812,65.039,70.628,61.469,53.175,87.72466667
114,2015/9/18,82.451,82.776,92.733,82.098,56.349,92.09,98.483,150.327,52.979,73.971,48.345,52.847,172.694,140.298,60.913,68.87,61.74,52.413,84.5765
115,2015/9/19,81.778,84.549,92.622,76.999,55.244,89.108,92.878,154.444,53.037,73.936,48.854,54.087,163.193,134.93,61.801,67.737,60.66,52.618,83.24861111
116,2015/9/20,82.436,80.371,91.039,79.685,55.309,96.849,98.267,155.171,53.443,74.838,49.045,51.327,169.281,135.965,59.659,65.407,62.099,52.473,84.03688889
117,2015/9/21,81.763,84.293,94.354,79.196,54.716,99.511,98.433,146.389,51.942,73.455,48.328,51.688,149.543,134.639,63.186,64.654,59.03,52.321,82.63561111
118,2015/9/22,82.167,78.904,91.584,80.126,54.315,85.52,96.504,151.889,50.547,72.854,49.131,52.628,161.715,130.344,60.359,64.577,56.014,51.042,81.67888889
119,2015/9/23,79.925,79.396,89.329,74.997,54.458,81.064,92.72,153.118,51.556,72.18,48.202,51.178,157.849,132.945,60.54,64.007,57.25,52.248,80.72011111
120,2015/9/24,82.783,81.161,87.501,77.909,54.056,103.791,100.038,149.372,51.899,72.466,48.705,52.054,158.329,136.233,61.203,66.309,60.477,50.829,83.06194444
121,2015/9/25,82.108,81.118,87.689,77.697,55.782,88.061,94.042,147.165,51.209,71.066,48.98,50.838,160.102,139.12,60.269,67.423,60.318,52.207,81.95522222
122,2015/9/26,85.163,81.132,88.866,77.459,56.186,93.631,90.584,146.212,52.684,72,48.211,52.284,160.619,134.109,60.974,65.593,58.896,53.504,82.11705556
123,2015/9/27,79.687,79.539,89.475,78.439,54.136,92.004,94.188,147.08,51.897,72.898,48.007,50.73,157.962,137.436,60.76,62.237,58.253,51.473,81.45561111
124,2015/9/28,79.325,81.008,92.21,76.494,53.602,89.75,93.711,149.784,52.452,74.232,48.198,52.294,164.604,135.333,59.077,62.794,60.186,52.451,82.08361111
125,2015/9/29,78.549,80.956,90.933,79.637,54.041,81.822,95.763,153.626,51.914,73.472,48.726,51.405,166.3,138.783,60.031,65.022,57.421,52.546,82.27483333
126,2015/9/30,79.289,82.732,91.889,76.827,54.494,86.017,96.503,149.482,52.218,76.119,48.961,52.867,167.927,134.693,60.124,66.712,59.162,52.557,82.6985
127,2015/10/1,81.325,83.307,90.805,79.968,57.907,88.755,97.121,150.367,53.593,74.505,49.75,52.934,156.046,139.082,61.342,69.081,57.741,54.185,83.21188889
128,2015/10/2,82.811,83.104,98.053,82.147,56.142,91.345,101.149,155.432,53.186,78.594,49.683,53.059,156.746,141.839,62.969,66.721,61.458,53.395,84.87961111
129,2015/10/3,84.212,83.948,93.032,79.404,57.143,89.889,100.107,164.194,53.956,75.549,49.876,53.683,164.11,138.421,63.612,69.21,61.81,54.481,85.36872222
130,2015/10/4,83.768,83.273,90.203,79.868,57.028,90.806,98.27,154.998,52.828,77.517,49.593,52.987,169.134,133.44,62.884,68.123,61.547,53.368,84.42416667
131,2015/10/5,77.917,81.608,92.096,79.321,56.337,87.048,99.078,153.883,52.976,75.408,49.513,53.586,167.632,143.892,62.689,69.349,64.081,54.065,84.47105556
132,2015/10/6,81.46,81.856,93.073,80.861,55.344,120.473,98.857,153.698,54.855,73.403,48.86,54.018,168.184,137.038,62.176,66.721,60.897,54.465,85.90216667
133,2015/10/7,82.11,80.785,90.547,79.679,56.173,90.863,97.686,152.432,53.437,74.722,50.488,55.5,153.944,134.223,64.562,68.791,62.143,53.659,83.43022222
134,2015/10/8,82.913,83.328,81.499,79.471,57.499,92.132,100.216,152.489,52.024,74.465,49.932,54.363,163.243,141.001,64.365,68.949,61.298,54.056,84.06905556
135,2015/10/9,81.282,85.788,94.643,82.891,59.322,95.383,106.666,161.163,55.332,75.889,51.719,54.671,171.645,141.466,63.57,67.174,58.733,57.092,86.91272222
136,2015/10/10,82.105,86.116,97.357,81.462,60.116,89.48,98.721,158.489,54.788,78.102,52.18,53.982,167.948,141.412,61.118,67.359,59.419,55.043,85.84427778
137,2015/10/11,82.577,84.328,90.392,82.582,57.362,93.061,95.803,158.155,53.493,76.515,50.956,52.783,166.364,144.813,62.848,66.837,58.044,54.463,85.07644444
138,2015/10/12,82.914,83.243,99.827,83.028,57.566,90.232,97.069,154.39,53.526,74.456,50.908,53.667,165.258,142.295,63.326,67.651,60.569,55.267,85.28844444
139,2015/10/13,78.752,81.838,89.717,81.169,57.345,94.641,99.067,152.411,54.918,74.26,49.9,55.128,167.17,131.74,60.197,66.955,59.776,54.973,83.8865
140,2015/10/14,82.236,82.32,90.529,74.82,56.398,88.174,96.615,155.379,55.375,73.96,50.102,54.2,165.789,132.772,62.544,66.257,63.208,50.646,83.40688889
141,2015/10/15,81.431,81.68,91.94,80.86,56.025,85.48,97.472,148.722,53.709,72.948,50.266,52.308,159.235,126.835,61.529,66.093,60.239,55.27,82.33566667
142,2015/10/16,81.434,83.414,92.857,80.588,59.206,86.641,100.97,150.309,52.902,72.153,50.119,52.393,160.09,130.973,63.167,69.313,62.345,51.696,83.365
143,2015/10/17,77.916,85.64,86.642,84.123,56.589,84.034,98.651,141.762,53.507,73.814,49.691,51.805,151.953,131.488,62.468,68.9,59.574,53.19,81.76372222
144,2015/10/18,79.151,78.506,89.003,75.923,58.208,86.207,93.592,145.611,52.958,71.93,48.809,53.525,155.191,130.17,62.385,69.571,61.104,53.52,81.40911111
145,2015/10/19,79.548,82.568,92.586,79.606,55.145,84.746,94.899,142.89,53.888,75.361,49.305,52.069,162.698,134.152,64.307,69.622,58.22,53.356,82.49811111
146,2015/10/20,76.896,79.614,92.298,77.465,56.528,83.819,94.518,144.193,53.807,75.199,49.378,52.001,161.996,138.894,63.146,67.096,62.585,52.97,82.35572222
147,2015/10/21,77.881,79.52,92.39,76.971,55.378,84.699,88.397,147.334,51.465,70.347,47.251,51.92,161.424,134.783,59.861,67.988,52.818,52.269,80.70533333
148,2015/10/22,79.711,76.349,89.587,74.035,52.818,81.211,93.921,142.345,52.187,67.572,48.425,51.581,155,123.963,57.178,65.874,56.956,50.408,78.84005556
149,2015/10/23,76.753,78.793,84.377,75.455,53.382,82.808,90.072,138.385,53.452,69.13,48.376,51.676,149.786,117.16,62.236,68.146,57.38,50.168,78.19638889
150,2015/10/24,76.717,78.098,87.343,72.526,54.733,77.059,89.737,143.952,50.942,66.928,48.088,50.305,146.223,126.092,59.49,66.617,58.223,52.8,78.10405556
151,2015/10/25,74.878,76.621,89.851,77.383,54.827,79.357,94.139,140.938,50.92,66.467,46.58,49.379,144.506,122.296,59.496,63.014,53.709,52.202,77.58683333
152,2015/10/26,73.687,74.167,84.526,72.544,53.546,79.304,92.391,131.651,49.699,66.655,46.836,49.297,154.322,125.469,58.801,62.467,56.742,50.854,76.831
153,2015/10/27,75.594,75.428,84.402,71.917,54.037,79.831,90.036,135.092,49.567,68.578,44.205,49.656,148.523,129.509,58.074,58.829,57.369,50.7,76.7415
154,2015/10/28,76.986,76.844,82.949,72.335,51.563,76.547,89.954,132.943,49.007,66.655,45.031,49.503,144.513,117.417,58.243,59.931,58.249,49.076,75.43033333
155,2015/10/29,73.911,74.415,75.641,72.598,52.184,77.684,90.717,133.757,49.651,67.957,45.478,48.841,147.381,114.136,59.266,65.465,57.465,48.848,75.29972222
156,2015/10/30,72.848,72.702,80.155,72.957,53.12,78.306,90.426,136.213,50.74,68.04,45.469,49.22,150.35,122.555,57.699,64.709,57.113,50.498,76.28444444
157,2015/10/31,74.932,73.87,81.607,72.337,52.878,86.174,86.18,133.515,48.386,67.503,44.757,49.089,155.003,125.581,56.811,63.177,57.136,49.729,76.5925
